name,ph_seq,ph_dur,ph_num,note_seq,note_dur,note_slur
CODEY_VoxPlus_3_fix_01,SP AP y i l uo z ai w uo w ui k ai d e ch ou t i SP,0.26576 0.52009 0.07299 0.35839 0.0414 0.26699 0.12767 0.2288 0.05952 0.58543 0.0843 0.15812 0.1495 0.23478 0.06761 0.09269 0.19609 0.14973 0.14966 1.31853 0.57567,1 2 2 2 2 2 2 2 2 2 1 1,rest rest C4-35 D4+47 F#4-1 E4+13 E4+18 E4+45 D4+40 F4-48 F#4+2 rest,0.266 0.593 0.400 0.395 0.288 0.670 0.308 0.302 0.289 0.299 1.319 0.576,0 0 0 0 0 0 0 0 0 0 0 0
CODEY_VoxPlus_3_fix_02,SP eng f eng m ian j i d ao h ua h en s uo zh u l e w uo d e y ian j ing AP SP,0.10101 0.38334 0.16508 0.27574 0.10232 0.29587 0.06802 0.1542 0.05533 0.42086 0.10431 0.33197 0.08925 0.27628 0.1551 0.2966 0.1025 0.30042 0.08795 0.15444 0.10885 0.27623 0.04743 0.14798 0.1026 0.21355 0.10123 0.99302 1.03364 0.46545,1 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1,rest F#4-1 F#4+2 F#4+1 F#4+39 G4+4 F#4+11 E4-1 C#4+16 E4+34 D4+2 E4+3 D4+9 E4+32 F#4+35 rest rest,0.101 0.548 0.378 0.364 0.210 0.525 0.421 0.431 0.399 0.388 0.263 0.324 0.251 0.315 0.993 1.034 0.465,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CODEY_VoxPlus_3_fix_03,SP k uo s an d e m uo d ian AP y0 vn r an z ai AP k ong b ai ch u d e m ei j i SP,0.4835 0.17047 0.28027 0.14422 0.41179 0.01633 0.10343 0.16233 0.33182 0.10741 0.54098 0.40012 0.05524 0.38755 0.05261 0.3737 0.08045 0.45265 0.66327 0.07999 0.36445 0.00726 0.14875 0.15206 0.34862 0.04803 0.07199 0.18325 0.28177 0.13696 1.4189 0.27364,2 2 2 2 2 1 2 2 2 1 2 2 2 2 2 2 1 1,rest F#4-49 C#4+14 B3-13 B3+37 F#4+42 D4-36 rest E4-5 D4-11 F4-3 rest E4-8 E4+1 E4-7 D4-35 E4-11 E4-11 D4-9 rest,0.654 0.424 0.202 0.227 0.266 0.439 0.541 0.455 0.440 0.454 0.453 0.743 0.372 0.301 0.397 0.255 0.419 0.419 1.000 0.274,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
CODEY_VoxPlus_3_fix_04,SP x ie z ai y ie j iao k ong x i AP l iao l uan j ian d an d e SP,1.02817 0.14734 0.06621 0.17143 0.2739 0.10456 0.30091 0.12426 0.25034 0.11882 0.14875 0.14059 0.76282 0.56025 0.07194 0.14565 0.08549 0.18882 0.06712 0.21224 0.01537 0.60414 0.02811 0.46894 0.17884,2 2 2 2 2 2 1 2 2 2 2 2 1 1,rest D4+1 D5-12 B4+34 A4+14 A4-46 G4-42 rest F#4+38 F#4+44 E4+43 G4-46 E4+36 E4+40 rest,1.176 0.238 0.378 0.425 0.369 0.289 0.763 0.632 0.231 0.256 0.228 0.375 0.257 0.469 0.179,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
CODEY_VoxPlus_3_fix_05,SP p eng d ian sh a d eng SP y ian sh ang q ing sh ir q iao zh e SP,0.36296 0.12684 0.25669 0.01351 0.21506 0.10923 0.27898 0.05079 0.40682 0.7755 0.05753 0.26945 0.12361 0.28274 0.10036 0.24068 0.11436 0.08609 0.06893 0.12971 0.10248 0.14695 0.27998,2 2 2 2 1 2 2 2 2 2 2 1 1,rest D4+34 D#4-48 E4-2 F#4+1 rest F4+48 B4-48 G#4+48 F#4+37 E4+35 D#4-33 rest,0.490 0.270 0.324 0.330 0.407 0.833 0.393 0.383 0.355 0.155 0.232 0.147 0.280,0 0 0 0 0 0 0 0 0 0 0 0 0
CODEY_VoxPlus_3_fix_06,SP AP n an n an x i y0 v sh ir g ui l ai y ian z i0 t a b u d eng r en SP,0.36916 0.99765 0.08886 0.2568 0.10485 0.25706 0.13686 0.27838 0.05006 0.23039 0.16326 0.49252 0.07416 0.31858 0.04173 0.24025 0.15404 0.27147 0.11065 0.09071 0.05714 0.14331 0.05896 0.23492 0.11519 0.32109 0.05082 0.75115 0.18018,1 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1,rest rest G#3+2 D4-2 D4+9 E4+6 E4+32 F#4-13 F#4-9 B4+48 A4-9 F#4-45 E4+45 D4+48 F4-48 D4+42 rest,0.369 1.087 0.362 0.394 0.328 0.394 0.157 0.410 0.360 0.394 0.382 0.148 0.202 0.350 0.372 0.751 0.180,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
CODEY_VoxPlus_3_fix_07,SP w u zh ir f ang k ou j iang s uo y i w ueng zh eng x i q iao x ia sh eng SP,0.47171 0.02838 0.27633 0.12426 0.31111 0.09977 0.27211 0.09433 0.22404 0.10794 0.43991 0.16644 0.2578 0.08406 0.34793 0.03628 0.29842 0.09796 0.11247 0.08975 0.07805 0.12698 0.21043 0.14422 0.20227 0.16608 0.85192 0.19456,2 2 2 2 2 2 2 2 2 2 2 2 2 1 1,rest A3-3 D4+47 D4+37 E4+10 F#4+1 F#4-9 B4+6 A4-9 F#4-36 E4+43 D4+16 E4+11 F#4+9 rest,0.500 0.401 0.411 0.366 0.332 0.606 0.342 0.384 0.396 0.202 0.205 0.355 0.368 0.852 0.195,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CODEY_VoxPlus_3_fix_08,ch un y0 v q ing l ian q v AP x iu h ua x ie l uo q i s uo n a sh eng AP SP,0.16417 0.31837 0.04354 0.27936 0.15601 0.24725 0.09658 0.23304 0.13553 0.39418 0.33012 0.15423 0.25578 0.09849 0.29426 0.13152 0.34305 0.05423 0.13968 0.14512 0.08708 0.15187 0.23452 0.0794 0.29611 0.17858 0.59593 0.46359 0.3273,1 2 2 2 2 1 2 2 2 2 2 2 2 2 1 1 1,rest A3-7 D4+6 D#4-46 E4+0 F#4+1 rest F#4-4 B4-11 A4-8 F#4+13 D#4+44 D4+15 E4-8 D4+38 rest rest,0.164 0.362 0.435 0.344 0.369 0.394 0.484 0.354 0.426 0.397 0.285 0.239 0.314 0.475 0.596 0.464 0.327,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CODEY_VoxPlus_3_fix_09,b ao zh u r an SP an d an y0 ve w uan w uan SP,0.11016 0.32794 0.08607 0.26495 0.04081 0.65488 0.34195 0.32834 0.04431 0.65287 0.13259 0.25541 0.07983 0.20955 0.14489 1.12636 0.66782,1 2 2 1 1 2 2 2 2 1 1,rest F4+49 A4-46 A4-39 B4-42 rest A#4+35 G#4+36 A#4+10 G#4+40 F#4-48 E4-36 E4-36 F#4-36 rest,0.110 0.414 0.306 0.290 0.365 0.342 0.373 0.421 0.120 0.245 0.335 0.354 0.265 0.861 0.668,0 0 0 0 1 0 0 0 1 1 0 0 0 1 0
CODEY_VoxPlus_3_fix_10,SP AP l uo g u zh uan AP t a x ing l u ch ang ch ang SP,0.19955 0.49016 0.06403 0.32018 0.0898 0.2195 0.11769 0.66596 0.24387 0.13076 0.2848 0.12665 0.67756 0.10778 0.20003 0.13424 0.23129 0.12427 1.39592 0.13065,1 2 2 2 1 2 2 2 2 2 1 1,rest rest F#4-39 A4+9 A4+2 B4-1 rest A#4+42 A4-44 B4-2 A4-16 F#4-49 D#4+49 D#4+47 F#4-43 rest,0.200 0.554 0.410 0.337 0.329 0.337 0.375 0.411 0.407 0.120 0.258 0.334 0.356 0.322 1.074 0.131,0 0 0 0 0 1 0 0 0 1 1 0 0 0 1 0
CODEY_VoxPlus_3_fix_11,SP zh u h uo h uang b an b uo er sh ir l eng p ang sh ui j ia b ai q iang AP SP,0.65482 0.14246 0.26667 0.12879 0.28209 0.10431 0.59773 0.19509 0.3582 0.06397 0.36982 0.19206 0.18618 0.25417 0.06759 0.32174 0.1354 0.31927 0.17038 0.45094 0.10249 0.22676 0.08142 0.22606 0.16871 0.49004 1.00112 0.10199,2 2 2 2 2 1 2 2 2 2 2 2 2 1 1 1,rest A4-48 F#4-39 E4-7 E4-16 D4-40 E4-11 F#4+8 A4+12 C#4-32 C#4-49 D4+6 E4+42 D#4-49 F#4+8 rest rest,0.797 0.395 0.386 0.793 0.422 0.370 0.378 0.322 0.457 0.490 0.169 0.384 0.308 0.395 0.490 1.001 0.102,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
CODEY_VoxPlus_3_fix_12,n ian w uang x i w uo j i x van m an zh uan n i f u q in d i y in AP,0.13424 0.31892 0.11587 0.25365 0.15669 1.06733 0.10591 0.30998 0.10158 0.29388 0.15601 0.26884 0.1002 0.32756 0.08344 0.29909 0.11 0.29296 0.13805 0.2039 0.1228 0.27447 0.01724 0.35374 0.10159 0.62494 0.57712,1 2 2 2 2 2 2 2 2 2 2 2 2 1 1,rest C#4-5 E4+6 F#4-13 G#4-2 F#4-8 E4-7 C#4+3 B3+11 C#4+12 E4+40 F#4+49 G#4+50 B3+5 rest,0.134 0.435 0.410 1.173 0.412 0.450 0.369 0.411 0.409 0.431 0.327 0.292 0.455 0.625 0.577,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CODEY_VoxPlus_3_fix_13,d ao r u j in AP ch ong ch ang c i0 q v q ve y i w u n i AP SP,0.09705 0.32744 0.06474 0.33435 0.13606 0.89903 0.34995 0.1034 0.26666 0.0723 0.22884 0.11536 0.27829 0.1336 0.31901 0.15963 0.31021 0.08713 0.36729 0.05624 0.30476 0.03084 1.22811 0.83991 0.2298,1 2 2 1 2 2 2 2 2 2 2 2 1 1 1,rest C#4-13 G4-42 G#4+42 F#4+9 rest G#4+10 F#4+0 F#4+34 G#4+36 G#4-9 F#4+2 E4-4 E4+7 F#4+9 B4+9 G#4-8 G#4-6 rest rest,0.097 0.392 0.141 0.330 0.899 0.453 0.339 0.344 0.135 0.277 0.193 0.286 0.397 0.217 0.207 0.173 0.162 1.228 0.840 0.230,0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0
CODEY_VoxPlus_4_fix_10,b a n i p eng z ai sh ou sh ang q ian ch eng d e f en x iang SP,0.09602 0.15613 0.03901 0.15056 0.09071 0.20317 0.0263 0.14694 0.1534 0.32552 0.12879 0.67252 0.19805 0.13896 0.07437 0.16871 0.02151 0.39572 0.13903 0.2002 0.13712 0.60176 0.52155,1 2 2 2 2 2 2 2 2 2 2 1 1,rest G#3+36 B3-47 C4-35 D#4-45 C#4-5 B3-35 C#4+41 G#3-2 B3-40 B3+5 A#3+6 F#3+42 rest,0.096 0.195 0.241 0.229 0.300 0.188 0.267 0.871 0.213 0.190 0.535 0.337 0.602 0.522,0 0 0 0 0 0 1 0 0 0 0 0 0 0
CODEY_VoxPlus_4_fix_11,SP q ing sh ir j ie q ian SP w u y ian x ia SP,0.36601 0.13286 0.33288 0.11791 0.29116 0.09886 0.36372 0.13152 0.53733 0.32095 0.06961 0.322 0.06388 0.30256 0.13877 0.37365 0.20431,2 2 2 2 1 2 2 2 1 1,rest D#4+35 F4+48 G#4+40 F4+38 rest D#4+39 F4+47 G#4+45 rest,0.499 0.451 0.390 0.495 0.537 0.391 0.386 0.441 0.374 0.204,0 0 0 0 0 0 0 0 0 0
CODEY_VoxPlus_4_fix_12,zh ir ch ir zh ir j ian h un r ao m eng q ian SP,0.15365 0.33161 0.11987 0.35541 0.08708 0.35646 0.06621 0.34649 0.13152 0.36644 0.03427 0.29045 0.1003 0.3387 0.12904 0.28003 0.08247,1 2 2 2 2 2 2 2 1 1,rest G#3+7 A#3+48 C#4-3 D#4-39 D#4-14 F4+11 G#4+6 F4+8 rest,0.154 0.451 0.442 0.423 0.478 0.401 0.391 0.468 0.280 0.082,0 0 0 0 0 0 0 0 0 0
CODEY_VoxPlus_4_fix_13,SP AP r e x iang s i0 sh ir l e y ian SP,0.30748 0.56611 0.14591 0.22404 0.16236 0.26938 0.1408 0.20841 0.16393 0.27981 0.05785 0.37905 0.09022 0.34524 0.63215,1 2 2 2 2 2 2 1 1,rest rest D#4+50 F4+7 G#4+6 A4-39 A#4+40 G#4+35 A#4-7 G#4+8 F4+37 rest,0.307 0.712 0.386 0.410 0.372 0.142 0.196 0.114 0.110 0.245 0.345 0.632,0 0 0 0 0 0 1 0 1 1 0 0
CODEY_VoxPlus_4_fix_14,SP l un h ui d e j ie SP,0.41619 0.05093 0.35011 0.11973 0.37551 0.05044 0.2906 0.15102 1.06078 0.25206,2 2 2 2 1 1,rest D#4-3 F4+35 G#4+39 G#4+42 A#4+14 rest,0.467 0.470 0.426 0.442 0.285 0.775 0.252,0 0 0 0 0 1 0
CODEY_VoxPlus_4_fix_15,t ian d u q ing ch ang w ui s u sh ir t ai w u ch ang SP,0.22857 0.39365 0.05023 0.31349 0.17506 0.31292 0.07075 0.72818 0.07904 0.2794 0.17143 0.21315 0.19338 0.30186 0.15057 0.33741 0.0644 0.322 0.1161 0.75011 0.1683,1 2 2 2 2 2 2 2 2 2 1 1,rest A#3+47 C4+7 D#4+12 C4+35 B3-48 C4+41 C#4-49 D#4+38 C4+2 A#3+45 C4+12 A#3+48 G3+16 G3+40 rest,0.229 0.444 0.489 0.384 0.807 0.451 0.407 0.131 0.322 0.402 0.087 0.110 0.242 0.088 0.662 0.168,0 0 0 0 0 0 0 0 1 0 0 1 1 0 1 0
CODEY_VoxPlus_4_fix_16,AP y i h en x iang s i0 SP,0.59483 0.07811 0.33023 0.10287 0.27264 0.15952 0.27132 0.18111 0.40756 0.18181,2 2 2 2 1 1,rest B3+6 C#4-4 D#4+40 C#4-42 rest,0.673 0.433 0.432 0.452 0.408 0.182,0 0 0 0 0 0
CODEY_VoxPlus_4_fix_17,SP q v zh ong r en s an SP,0.26223 0.1362 0.35622 0.08507 0.28046 0.11157 0.28571 0.18182 0.5946 0.13283,2 2 2 2 1 1,rest E4-49 F#4-36 B4+12 C5+46 rest,0.398 0.441 0.392 0.468 0.595 0.133,0 0 0 0 0 0
CODEY_VoxPlus_4_fix_18,SP g u y ing z uo b an SP,0.55301 0.12525 0.35485 0.06284 0.34804 0.10512 0.34205 0.09251 0.89796 0.14837,2 2 2 2 1 1,rest D#4+49 F4+38 C5+50 A#4+34 rest,0.678 0.418 0.453 0.435 0.898 0.148,0 0 0 0 0 0
CODEY_VoxPlus_4_fix_19,SP d an w uo m en z ai g e z i0 d e l u sh ang SP ch ao zh e x iang SP,0.52905 0.01426 0.21678 0.06349 0.58504 0.10521 0.19773 0.12336 0.4907 0.04708 0.16698 0.10885 0.16706 0.1123 0.17415 0.09585 0.41753 0.17687 0.28884 1.36576 0.1395 0.24309 0.08526 0.23945 0.10341 0.50101 0.42366,2 2 2 2 2 2 2 2 2 1 2 2 2 1 1,rest A3+10 F#4+35 F4-44 F#4+47 G4-17 F4-8 G4-49 A4+33 A4+12 rest E4+15 F#4+35 A4+14 rest,0.543 0.280 0.690 0.321 0.538 0.276 0.279 0.270 0.594 0.289 1.505 0.328 0.343 0.501 0.424,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CODEY_VoxPlus_5_fix_00,y i g e sh ir l ang y0 van x ian p a AP,0.05809 0.38001 0.08986 0.83621 0.16116 0.35676 0.0846 0.44782 0.0469 0.34947 0.1747 0.90286 0.16235 2.48164 0.48757,1 2 2 2 2 2 2 1 1,rest A#4-16 B4+36 C#5+13 B4-5 A#4-17 B4+15 F#4+38 A4+4 B4+38 A4+38 B4+4 F#4+11 rest,0.058 0.172 0.298 0.997 0.441 0.203 0.291 0.524 0.514 0.551 0.219 0.430 1.832 0.488,0 0 1 0 0 0 1 0 0 1 0 1 1 0
CODEY_VoxPlus_5_fix_01,SP y i g e sh ir l ang y0 van x ian p a SP,0.44039 0.05576 0.41541 0.09615 0.87166 0.1678 0.39763 0.10811 0.4421 0.07084 0.3981 0.20901 1.07715 0.16871 2.09796 0.3761,2 2 2 2 2 2 2 1 1,rest C5-13 D5-14 C5-9 C5-35 G4-14 A#4-9 C5-9 C5-20 rest,0.496 0.512 1.039 0.506 0.513 0.607 0.597 0.649 2.098 0.376,0 0 0 0 0 0 0 1 0 0
CODEY_VoxPlus_5_fix_02,y i g e sh ir m ei y0 v w u x ia SP,0.09622 0.37634 0.08889 0.88254 0.20227 0.34467 0.09524 0.43719 0.08344 0.42993 0.07162 0.88077 0.20577 1.87227 0.19284,1 2 2 2 2 2 2 1 1,rest F#4-46 G4+14 F4+3 F4-4 C4+7 D#4+34 F4+3 D#4-21 F4+3 C4+8 rest,0.096 0.465 1.085 0.440 0.521 0.502 0.492 0.595 0.265 0.370 1.237 0.193,0 0 0 0 0 0 0 1 0 1 1 0
CODEY_VoxPlus_5_fix_03,SP r uo sh uo m ei q i y0 van AP SP,0.2405 0.09238 0.27483 0.18413 1.48934 0.10168 1.25896 0.20623 0.39808 0.03868 1.88826 0.85732 0.29727,2 2 2 2 2 1 1 1,rest E4-47 F4+46 G#4-45 F4+45 G4+34 C4+34 G4+6 G4+10 F4+1 rest rest,0.333 0.459 1.088 0.503 0.207 0.310 0.948 0.437 0.285 1.603 0.857 0.297,0 0 0 1 0 1 1 0 0 1 0 0
CODEY_VoxPlus_5_fix_04,SP j in sh eng p ian y iu y0 v zh uo t a SP,0.34436 0.13727 0.40182 0.16356 0.43326 0.12348 1.39097 0.1097 0.38194 0.07192 1.64353 0.1086 0.48642 0.19789 1.83113 0.20281,2 2 2 2 2 2 2 1 1,rest G4+33 A#4+4 C5+7 D5+5 C5-2 D5-4 C5-4 D5+7 A#4-44 G4+47 A#4-7 rest,0.482 0.565 0.557 1.501 0.454 0.642 0.460 0.330 0.320 0.290 0.395 1.831 0.203,0 0 0 0 0 0 1 1 1 0 1 0 0
CODEY_VoxPlus_5_fix_05,SP AP r uo sh uo SP w uo y iu q i y0 van SP,0.47982 0.85079 0.05533 0.71202 0.24595 0.91406 0.62502 0.05443 0.46984 0.09235 0.80923 0.2344 0.98136 0.08855 2.3991 0.40521,1 2 2 1 2 2 2 2 1 1,rest rest F#4+45 A#3+38 C4+3 rest D#4+5 C#4-39 G4+38 F4+42 G4+39 C4+6 D#4+5 rest,0.480 0.906 0.474 0.484 0.914 0.679 0.562 0.480 0.563 0.297 0.773 0.297 2.102 0.405,0 0 0 1 0 0 0 0 1 0 1 0 1 0
CODEY_VoxPlus_5_fix_06,AP r u h e SP e x in sh ir AP zh ong SP,0.83206 0.07225 0.32199 0.18867 0.59139 0.30747 0.37823 0.20953 0.91519 0.18851 0.58337 0.53985 0.17036 1.02492 0.5246,2 2 1 1 2 2 1 2 1 1,rest D#4-50 D#4-42 rest C#4-48 F4+34 G4+11 F4+38 rest D#4-42 B4-44 rest,0.904 0.511 0.591 0.307 0.588 0.698 0.405 0.583 0.710 0.551 0.474 0.525,0 0 0 0 0 0 1 0 0 0 1 0
CODEY_VoxPlus_5_fix_07,zh ong SP ong x v AP h ua SP,0.2449 1.09843 0.57232 0.46349 0.23038 2.82631 0.68978 0.15907 2.62326 0.18208,1 1 1 2 1 2 1 1,rest D4+45 B4-42 rest G4-5 F4-7 D4+49 F#4+0 G#4-47 F4+14 A#3-5 rest D#4-37 C4+4 rest,0.245 0.515 0.583 0.572 0.254 0.440 0.600 0.210 0.370 0.370 1.276 0.849 0.435 2.188 0.182,0 0 1 0 0 1 0 1 1 1 1 0 0 1 0
CODEY_VoxPlus_5_fix_08,SP a SP a AP a SP,0.46168 2.08308 0.4956 4.34195 0.6712 3.11112 0.32537,1 1 1 1 1 1 1,rest D#5-17 C5+10 rest D#5-10 F5+15 D#5+35 F5+5 D#5+14 F5-11 D#5+7 F5+9 C5+2 rest D#5-2 C5+45 rest,0.462 0.688 1.395 0.496 0.530 0.890 0.280 0.320 0.660 0.560 0.380 0.340 0.382 0.671 0.476 2.635 0.325,0 0 1 0 0 1 1 1 1 1 1 1 1 0 0 1 0
